BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-3.66,9.6,57.675,Jug,Left
2,7.5,9.6,58,RockingHorse,Right
3,7,9.6,52,TennisBall,Right
4,2.2,9.6,49,Router,Left
5,-5.25,9.6,43.75,Toothpaste,Left
6,-3.4,9.6,52.25,BallonDog,Right

