Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Classroom,6.553898,0.3016009,15.91182
Classroom,7.426703,0.3016,8.449019
Classroom,4.659618,1.510198,9.085983
Classroom,-3.961278,0.3020399,14.07636
Classroom,3.399231,0.3015991,1.291383
Classroom,-4.986398,0.3015999,7.663522

