BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,3.5,9.6,43,Controller,Left
2,5,9.6,48,CleaningBucket,Right
3,7.5,9.6,54.5,Mouse,Left
4,-4.75,9.6,53.5,Muffin,Right
5,-7.5,9.6,44,Teacup,Left
6,3.5,11.2,58.5,HTCViveController,Left

