Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Gym,Openner,-3.075722,0.3,7.486623
Gym,Toaster,-5.113708,0.3,4.236611
Gym,OfficeBin,7.426649,0.3,6.339907
Gym,Headphones,6.839422,0.3,15.51188
Gym,HandDrill,-2.992358,0.3,13.16897
Gym,Mouse,0.9002473,1,1.898195

