BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,5.5,9.6,50.25,Typewriter,Right
2,-0.5,9.6,58,BaseballBat,Left
3,-2.95,9.6,53,MechanicalGloves,Left
4,-6,9.6,44,Pineapple,Left
5,-1,12.5,57,Controller,Left
6,7.5,11.02,58,Spoons,Left

