BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-3.4,9.6,52.25,JBLSpeaker,Right
2,-3.66,9.6,57.675,Grape,Left
3,2.2,9.6,49,RugbyBall,Right
4,7,9.6,52,Calculator,Right
5,7.5,9.6,58,Apple,Left
6,-5.25,9.6,43.75,CleaningBucket,Left

