Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
LivingRoom,Matrioshka,-1.064718,4,14.91469
LivingRoom,Jug,-6.790113,2,15.5859
LivingRoom,Recorder,6.476545,0.3,13.27041
LivingRoom,Glasses,-7.490159,1,0.6910658
LivingRoom,UGGboot,5.50499,2,7.269918
LivingRoom,DeskLight,5.39957,1,7.996043

