BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-2.25,9.6,53,Canister,Left
2,-7,9.6,58,Clamps,Left
3,-7,11.02,49.5,Jug,Left
4,2,9.6,43,MosquitoRacket,Right
5,6,9.6,51.8,HTCVive,Right
6,1.6,12.55,56.7,DeskLight,Right

