Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Bedroom,Canister,6.283277,0.3,9.790916
Bedroom,Clamps,-6.896916,0.3,16.40731
Bedroom,Jug,1.300491,0.3,15.09296
Bedroom,MosquitoRacket,5.804289,0.3,0.6935802
Bedroom,HTCVive,-2.409101,0.3,10.80925
Bedroom,DeskLight,-6.815365,2,15.1932

