BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-6,9.6,44,Hammer,Right
2,-1,12.5,57,CinRoll,Left
3,-0.5,9.6,58,RockingHorse,Right
4,7.5,11.02,58,Microphone,Right
5,-2.95,9.6,53,UGGboot,Left
6,5.5,9.6,50.25,Toothpaste,Left

