Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Gym,MobilePhone,2.262699,0.3,2.348743
Gym,FirstAidKit,6.176966,0.3,8.735248
Gym,Pinza,5.428323,0.3,11.04134
Gym,BallonDog,-1.668994,0.3,12.68467
Gym,Laptop,-5.235367,0.3,7.171454
Gym,CoffeeMachine,-2.16047,0.3,7.16032

