"Item" "Order" "SubjectNo" "Room"
"Stapler" 1 "P67" "Bedroom"
"PencilSharpener" 2 "P67" "Bedroom"
"Grape" 3 "P67" "Bedroom"
"Avocado" 4 "P67" "Bedroom"
"Controller" 5 "P67" "Bedroom"
"JBLSpeaker" 6 "P67" "Bedroom"
"SaltSub" 1 "P67" "Classroom"
"Cabbaage" 2 "P67" "Classroom"
"MechanicalGloves" 3 "P67" "Classroom"
"MilkCarton" 4 "P67" "Classroom"
"RugbyBall" 5 "P67" "Classroom"
"Teacup" 6 "P67" "Classroom"
"Toaster" 1 "P67" "Gym"
"OfficeBin" 2 "P67" "Gym"
"EggBeater" 3 "P67" "Gym"
"HandDrill" 4 "P67" "Gym"
"NikonCamera" 5 "P67" "Gym"
"Openner" 6 "P67" "Gym"
"Padella" 1 "P67" "Library"
"HTCViveController" 2 "P67" "Library"
"CleaningBucket" 3 "P67" "Library"
"Squeezer" 4 "P67" "Library"
"PiggyBank" 5 "P67" "Library"
"Kettle" 6 "P67" "Library"
"Pineapple" 1 "P67" "LivingRoom"
"MokeExpress" 2 "P67" "LivingRoom"
"Mushroom" 3 "P67" "LivingRoom"
"Headphones" 4 "P67" "LivingRoom"
"Paprika" 5 "P67" "LivingRoom"
"Spoons" 6 "P67" "LivingRoom"
"BaseballBat" 1 "P67" "StorageRoom"
"Apple" 2 "P67" "StorageRoom"
"Typewriter" 3 "P67" "StorageRoom"
"Calculator" 4 "P67" "StorageRoom"
"Muffin" 5 "P67" "StorageRoom"
"Mouse" 6 "P67" "StorageRoom"
