BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,SaltSub,Right
2,6,9.6,51.8,MokeExpress,Left
3,1.6,12.55,56.7,Grape,Right
4,-2.25,9.6,53,NikonCamera,Right
5,-7,11.02,49.5,Mushroom,Right
6,-7,9.6,58,Spoons,Left

