BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,UGGboot,Right
2,6,9.6,51.8,RockingHorse,Right
3,-7,9.6,58,Chaynik,Right
4,-2.25,9.6,53,Pinza,Left
5,1.6,12.55,56.7,Router,Right
6,-7,11.02,49.5,BallonDog,Right

