"Item" "Order" "SubjectNo" "Room"
"Mushroom" 1 "P57" "Bedroom"
"Squeezer" 2 "P57" "Bedroom"
"BaseballBat" 3 "P57" "Bedroom"
"JBLSpeaker" 4 "P57" "Bedroom"
"Pineapple" 5 "P57" "Bedroom"
"Headphones" 6 "P57" "Bedroom"
"Apple" 1 "P57" "Classroom"
"Muffin" 2 "P57" "Classroom"
"CleaningBucket" 3 "P57" "Classroom"
"SaltSub" 4 "P57" "Classroom"
"Paprika" 5 "P57" "Classroom"
"Spoons" 6 "P57" "Classroom"
"MechanicalGloves" 1 "P57" "Gym"
"Typewriter" 2 "P57" "Gym"
"HandDrill" 3 "P57" "Gym"
"Padella" 4 "P57" "Gym"
"EggBeater" 5 "P57" "Gym"
"HTCViveController" 6 "P57" "Gym"
"Openner" 1 "P57" "Library"
"Calculator" 2 "P57" "Library"
"PencilSharpener" 3 "P57" "Library"
"Cabbaage" 4 "P57" "Library"
"MokeExpress" 5 "P57" "Library"
"RugbyBall" 6 "P57" "Library"
"Kettle" 1 "P57" "LivingRoom"
"Grape" 2 "P57" "LivingRoom"
"Teacup" 3 "P57" "LivingRoom"
"Controller" 4 "P57" "LivingRoom"
"Toaster" 5 "P57" "LivingRoom"
"Mouse" 6 "P57" "LivingRoom"
"Stapler" 1 "P57" "StorageRoom"
"OfficeBin" 2 "P57" "StorageRoom"
"MilkCarton" 3 "P57" "StorageRoom"
"PiggyBank" 4 "P57" "StorageRoom"
"NikonCamera" 5 "P57" "StorageRoom"
"Avocado" 6 "P57" "StorageRoom"
