Room,OutsideDuration,InsideDuration
Gym,26.83784,186.3219
StorageRoom,29.629,100.9871
Library,26.71435,97.01155
Bedroom,26.79261,97.27455
Classroom,24.22812,97.1907
LivingRoom,26.29985,112.3986

