BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,Official hat,Right
2,-4,9.6,43,Canister,Left
3,7,9.6,58,CokeCan,Right
4,4.7,11.871,51,HTCVive,Left
5,-7.25,9.6,49.5,Basket,Left
6,-3,9.6,55,OldRadio,Left

