"Item" "Order" "SubjectNo" "Room"
"BaseballBat" 1 "P40" "Bedroom"
"RugbyBall" 2 "P40" "Bedroom"
"SaltSub" 3 "P40" "Bedroom"
"HandDrill" 4 "P40" "Bedroom"
"Paprika" 5 "P40" "Bedroom"
"Padella" 6 "P40" "Bedroom"
"OfficeBin" 1 "P40" "Classroom"
"Calculator" 2 "P40" "Classroom"
"Pineapple" 3 "P40" "Classroom"
"Grape" 4 "P40" "Classroom"
"Kettle" 5 "P40" "Classroom"
"Cabbaage" 6 "P40" "Classroom"
"Mushroom" 1 "P40" "Gym"
"MokeExpress" 2 "P40" "Gym"
"EggBeater" 3 "P40" "Gym"
"Muffin" 4 "P40" "Gym"
"MechanicalGloves" 5 "P40" "Gym"
"Spoons" 6 "P40" "Gym"
"Apple" 1 "P40" "Library"
"HTCViveController" 2 "P40" "Library"
"JBLSpeaker" 3 "P40" "Library"
"Stapler" 4 "P40" "Library"
"MilkCarton" 5 "P40" "Library"
"PiggyBank" 6 "P40" "Library"
"Toaster" 1 "P40" "LivingRoom"
"CleaningBucket" 2 "P40" "LivingRoom"
"Typewriter" 3 "P40" "LivingRoom"
"Squeezer" 4 "P40" "LivingRoom"
"NikonCamera" 5 "P40" "LivingRoom"
"Teacup" 6 "P40" "LivingRoom"
"Mouse" 1 "P40" "StorageRoom"
"Headphones" 2 "P40" "StorageRoom"
"Avocado" 3 "P40" "StorageRoom"
"Openner" 4 "P40" "StorageRoom"
"Controller" 5 "P40" "StorageRoom"
"PencilSharpener" 6 "P40" "StorageRoom"
