BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,52,Grape,Right
2,7.5,9.6,58,Muffin,Left
3,2.2,9.6,49,Cabbaage,Right
4,-3.4,9.6,52.25,NikonCamera,Left
5,-5.25,9.6,43.75,MokeExpress,Right
6,-3.66,9.6,57.675,JBLSpeaker,Left

