"Item" "Order" "SubjectNo" "Room"
"MechanicalGloves" 1 "P16" "Bedroom"
"OfficeBin" 2 "P16" "Bedroom"
"Spoons" 3 "P16" "Bedroom"
"Cabbaage" 4 "P16" "Bedroom"
"Openner" 5 "P16" "Bedroom"
"Mouse" 6 "P16" "Bedroom"
"Typewriter" 1 "P16" "Classroom"
"Paprika" 2 "P16" "Classroom"
"Squeezer" 3 "P16" "Classroom"
"Avocado" 4 "P16" "Classroom"
"MokeExpress" 5 "P16" "Classroom"
"BaseballBat" 6 "P16" "Classroom"
"HandDrill" 1 "P16" "Gym"
"Toaster" 2 "P16" "Gym"
"Teacup" 3 "P16" "Gym"
"Kettle" 4 "P16" "Gym"
"Controller" 5 "P16" "Gym"
"PiggyBank" 6 "P16" "Gym"
"JBLSpeaker" 1 "P16" "Library"
"Grape" 2 "P16" "Library"
"RugbyBall" 3 "P16" "Library"
"Calculator" 4 "P16" "Library"
"Apple" 5 "P16" "Library"
"CleaningBucket" 6 "P16" "Library"
"PencilSharpener" 1 "P16" "LivingRoom"
"Mushroom" 2 "P16" "LivingRoom"
"NikonCamera" 3 "P16" "LivingRoom"
"MilkCarton" 4 "P16" "LivingRoom"
"Muffin" 5 "P16" "LivingRoom"
"Stapler" 6 "P16" "LivingRoom"
"Padella" 1 "P16" "StorageRoom"
"HTCViveController" 2 "P16" "StorageRoom"
"Headphones" 3 "P16" "StorageRoom"
"SaltSub" 4 "P16" "StorageRoom"
"Pineapple" 5 "P16" "StorageRoom"
"EggBeater" 6 "P16" "StorageRoom"
