Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Library,7.621089,0.3100007,14.6244
Library,-3.593158,0.3100007,14.40555
Library,-6.346735,0.3099996,4.784589
Library,2.136733,0.6513956,2.103201
Library,-2.431307,0.31,8.87616
Library,6.964502,0.3100002,10.06369

