BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,Apple,Right
2,-7,11.02,49.5,RugbyBall,Left
3,-7,9.6,58,OfficeBin,Right
4,6,9.6,51.8,CleaningBucket,Left
5,-2.25,9.6,53,Openner,Left
6,1.6,12.55,56.7,Controller,Right

