BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,Laptop,Left
2,-7.5,9.6,44,Toothpaste,Right
3,-7,9.6,56,Pinza,Left
4,-1,9.6,57,TennisBall,Right
5,5,9.6,55,CoffeeMachine,Left
6,7.25,9.6,50,OldRadio,Left

