Room,OutsideDuration,InsideDuration
Gym,30.92801,127.627
StorageRoom,23.26326,85.0664
Bedroom,24.09237,140.7932
LivingRoom,32.4267,74.58635
Classroom,23.73277,116.637
Library,23.27614,83.64066

