BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-2.25,9.6,53,Laptop,Left
2,-7,9.6,58,OldRadio,Right
3,1.6,12.55,56.7,Matrioshka,Right
4,6,9.6,51.8,Bread,Right
5,-7,11.02,49.5,Official hat,Left
6,2,9.6,43,Recorder,Left

