Room,OutsideDuration,InsideDuration
LivingRoom,24.61916,32.34099
Gym,24.11448,39.58593
Museum,24.42347,47.2933
SPA,24.56957,47.01404
KTV,25.76149,41.35142
StorageRoom,26.77904,34.06583
Classroom,25.70474,47.06747
Lounge,24.91803,20.37105
Library,25.8944,40.14218
MeetingRoom,26.23799,22.12612
Kitchen,25.49501,33.0725
Bedroom,27.01631,41.2792
ArtStudio,24.00845,29.89623
Cafe,26.41007,26.21661
Kindergarten,31.50077,22.03118
Office,26.07817,36.01809

