Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Classroom,HTCViveController,6.982268,0.3,7.411784
Classroom,Avocado,4.383517,0.3,16.44985
Classroom,Muffin,-6.67968,0.3,3.831247
Classroom,PencilSharpener,0.7981663,0.3,14.76195
Classroom,Teacup,-4.567627,0.3,14.27349
Classroom,NikonCamera,-6.530533,0.3,8.036546

