BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,PiggyBank,Right
2,6,9.6,51.8,Padella,Left
3,-2.25,9.6,53,MokeExpress,Right
4,1.6,12.55,56.7,Calculator,Right
5,-7,9.6,58,Grape,Right
6,-7,11.02,49.5,Cabbaage,Right

