BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,Microphone,Right
2,-4,9.6,43,WineBottle,Left
3,-7.25,9.6,49.5,FirstAidKit,Left
4,-3,9.6,55,Pumpkin,Right
5,7,9.6,58,Basket,Left
6,4.7,11.871,51,Hammer,Right

