Room,OutsideDuration,InsideDuration
Gym,23.19785,134.198
StorageRoom,23.54717,70.75031
Bedroom,21.45891,63.56306
LivingRoom,20.56088,74.53202
Classroom,21.06056,68.99757
Library,20.75345,105.1078

