BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,Spoons,Right
2,-7.5,9.6,44,EggBeater,Right
3,-7,9.6,56,Cabbaage,Right
4,-1,9.6,57,SaltSub,Right
5,5,9.6,55,Mushroom,Left
6,7.25,9.6,50,Avocado,Left

