BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,Basket,Left
2,6,9.6,51.8,StrawberryDonut,Right
3,1.6,12.55,56.7,Toothpaste,Left
4,-2.25,9.6,53,Laptop,Right
5,-7,9.6,58,Chaynik,Right
6,-7,11.02,49.5,BallonDog,Right

