Room,OutsideDuration,InsideDuration
Gym,39.11636,50.81969
LivingRoom,29.61373,108.6338
Classroom,26.23617,49.53376
ArtStudio,28.95391,113.2171
Lounge,25.01471,34.48826
Library,25.10448,74.5963
Kitchen,31.12196,55.55135
MeetingRoom,24.43592,32.02748
Cafe,39.03689,61.39943
Office,25.13529,71.8809
Bedroom,25.05953,93.33185
SPA,25.02354,49.26398
StorageRoom,30.73332,65.06126
KTV,32.36593,33.11818
Museum,30.15675,101.1258
Kindergarten,29.18445,58.39813

