BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.25,9.6,50,Avocado,Left
2,5,9.6,55,Pineapple,Left
3,-1,9.6,57,Stapler,Left
4,-7,9.6,56,JBLSpeaker,Left
5,-7.5,9.6,44,Controller,Left
6,0.8,9.6,44.2,Mouse,Left

