Room,BoxPos_X,BoxPos_Y,BoxPos_Z
LivingRoom,-7.070184,0.3099992,1.657146
LivingRoom,7.496346,1.7691,16.05211
LivingRoom,-0.8511899,0.3100009,15.72447
LivingRoom,-2.991852,0.3100003,11.26725
LivingRoom,4.836552,0.31,8.276163
LivingRoom,-0.1221949,0.3099991,1.582044

