Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Bedroom,-6.995625,1.8,7.890495
Bedroom,0.6021081,0.3099992,0.8066517
Bedroom,1.582839,3.339026,14.65665
Bedroom,2.418584,0.513253,2.201559
Bedroom,7.415495,0.3099999,7.42528
Bedroom,0.1971502,0.3100007,14.46981

