BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,UGGboot,Right
2,6,9.6,51.8,StrawberryDonut,Left
3,-2.25,9.6,53,BallonDog,Right
4,-7,9.6,58,Official hat,Left
5,-7,11.02,49.5,Bread,Left
6,1.6,12.55,56.7,OldRadio,Left

