BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-5.25,9.6,43.75,DeskLight,Right
2,-3.66,9.6,57.675,NailScissors,Right
3,7.5,9.6,58,Pinza,Right
4,7,9.6,52,Glasses,Left
5,2.2,9.6,49,Canister,Right
6,-3.4,9.6,52.25,Clamps,Right

