BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,5.5,9.6,50.25,OldRadio,Left
2,7.5,11.02,58,DeskLight,Right
3,-0.5,9.6,58,MosquitoRacket,Left
4,-1,12.5,57,CokeCan,Right
5,-2.95,9.6,53,ShowerHead,Right
6,-6,9.6,44,Matrioshka,Right

