BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,PencilSharpener,Left
2,-7.25,9.6,49.5,Headphones,Left
3,-3,9.6,55,Kettle,Left
4,7,9.6,58,Padella,Right
5,4.7,11.871,51,Typewriter,Right
6,7,9.6,50.5,Calculator,Left

