BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,StrawberryDonut,Right
2,-7.25,9.6,49.5,Laptop,Right
3,7,9.6,50.5,Canister,Left
4,7,9.6,58,OldRadio,Left
5,4.7,11.871,51,TennisBall,Right
6,-3,9.6,55,FirstAidKit,Left

