Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Classroom,4.902891,0.530741,8.978526
Classroom,-6.96734,0.3016009,16.00595
Classroom,-2.678429,0.3016005,13.08328
Classroom,3.243077,0.3016,8.670416
Classroom,-6.913123,0.3015991,0.9881049
Classroom,7.308806,0.3015994,3.370813

