"Item" "Order" "SubjectNo" "Room"
"Muffin" 1 "P25" "Bedroom"
"NikonCamera" 2 "P25" "Bedroom"
"Calculator" 3 "P25" "Bedroom"
"Grape" 4 "P25" "Bedroom"
"Typewriter" 5 "P25" "Bedroom"
"Toaster" 6 "P25" "Bedroom"
"Kettle" 1 "P25" "Classroom"
"HandDrill" 2 "P25" "Classroom"
"Padella" 3 "P25" "Classroom"
"Mushroom" 4 "P25" "Classroom"
"Mouse" 5 "P25" "Classroom"
"EggBeater" 6 "P25" "Classroom"
"Pineapple" 1 "P25" "Gym"
"Apple" 2 "P25" "Gym"
"PencilSharpener" 3 "P25" "Gym"
"Squeezer" 4 "P25" "Gym"
"SaltSub" 5 "P25" "Gym"
"Cabbaage" 6 "P25" "Gym"
"BaseballBat" 1 "P25" "Library"
"Headphones" 2 "P25" "Library"
"Avocado" 3 "P25" "Library"
"PiggyBank" 4 "P25" "Library"
"OfficeBin" 5 "P25" "Library"
"Controller" 6 "P25" "Library"
"Openner" 1 "P25" "LivingRoom"
"Teacup" 2 "P25" "LivingRoom"
"Paprika" 3 "P25" "LivingRoom"
"HTCViveController" 4 "P25" "LivingRoom"
"RugbyBall" 5 "P25" "LivingRoom"
"CleaningBucket" 6 "P25" "LivingRoom"
"Spoons" 1 "P25" "StorageRoom"
"MilkCarton" 2 "P25" "StorageRoom"
"MechanicalGloves" 3 "P25" "StorageRoom"
"Stapler" 4 "P25" "StorageRoom"
"MokeExpress" 5 "P25" "StorageRoom"
"JBLSpeaker" 6 "P25" "StorageRoom"
