Room,OutsideDuration,InsideDuration
Gym,27.02542,245.05
LivingRoom,21.88882,96.38868
Classroom,13.35483,72.17374
StorageRoom,12.1013,60.58874
Bedroom,12.22332,67.91465
Library,13.23076,67.72174

