Room,OutsideDuration,InsideDuration
Library,34.6813,89.37492
StorageRoom,28.91121,37.79985
Classroom,26.31579,37.25075
ArtStudio,26.17986,101.5134
KTV,26.42883,41.43379
Office,29.59355,58.00568
Museum,33.19936,46.24777
Lounge,29.84517,28.83723
Bedroom,26.61941,53.96666
Kitchen,30.17753,40.6332
SPA,30.47326,29.63247
Cafe,27.87872,34.46742
Kindergarten,25.75246,43.84706
LivingRoom,27.4158,52.29905
Gym,25.51305,36.40018
MeetingRoom,26.13304,24.32737

