Room,OutsideDuration,InsideDuration
MeetingRoom,36.30324,17.94362
Kindergarten,31.26586,20.70755
Gym,30.44137,17.7564
Classroom,36.1694,11.36168
Bedroom,33.69837,28.57451
Library,44.24958,27.1261
Cafe,42.31278,53.54568
Office,30.50337,51.39724
KTV,31.576,40.48511
Museum,25.67618,54.47034
Lounge,25.66873,12.15183
SPA,31.12879,24.18388
StorageRoom,26.65715,6.78546
Kitchen,29.04898,24.82248
ArtStudio,26.58542,40.66155
LivingRoom,24.94183,23.48566

