Room,OutsideDuration,InsideDuration
Office,27.45961,45.74886
Kitchen,26.61761,54.32312
StorageRoom,27.21052,41.68525
Cafe,26.54251,56.34618
Lounge,24.66834,44.19247
Kindergarten,26.17209,48.26126
Library,25.68961,79.51656
KTV,25.1311,46.58327
Museum,24.09663,57.60829
Gym,23.907,43.43695
LivingRoom,24.19288,45.47383
ArtStudio,24.93147,63.07232
Bedroom,23.54607,47.51387
MeetingRoom,23.685,30.34842
Classroom,23.84696,44.29818
SPA,24.18292,52.81671

