Room,BoxPos_X,BoxPos_Y,BoxPos_Z
StorageRoom,5.109674,0.3099992,2.145345
StorageRoom,-6.786357,0.3099993,3.014894
StorageRoom,-4.703998,0.3100005,12.61449
StorageRoom,0.0549059,1.966,16.10938
StorageRoom,6.525175,0.3100007,14.3187
StorageRoom,7.279872,0.3099999,8.113686

