Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Classroom,Recorder,-7.290971,0.3,8.34983
Classroom,Glasses,-0.7503942,0.3,6.277297
Classroom,Hammer,-3.761494,1,12.82568
Classroom,HTCVive,5.09037,2,8.965986
Classroom,Pumpkin,4.052942,0.3,14.46884
Classroom,FirstAidKit,6.151764,0.3,2.031031

