Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Library,-7.91513,0.3100102,6.227019
Library,-4.716275,0.3100004,3.396746
Library,6.358296,0.3100004,11.80809
Library,-6.743151,0.3100007,14.49383
Library,6.32075,0.3099997,5.698854
Library,3.578655,0.3099991,1.196109

