Room,OutsideDuration,InsideDuration
Library,27.77415,40.91576
SPA,26.92377,22.93208
StorageRoom,35.32307,10.22359
Lounge,29.99563,20.2963
Cafe,27.25812,8.277979
Gym,28.57254,13.30492
Office,26.85471,13.94376
MeetingRoom,28.19853,6.137624
KTV,28.1384,20.88373
ArtStudio,33.25089,6.835026
Kindergarten,28.27806,8.497556
Bedroom,33.03977,7.355217
Classroom,26.64362,5.767259
Museum,26.43531,9.295723
Kitchen,34.22313,8.288442
LivingRoom,26.41955,5.954931

