BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,6,9.6,51.8,Paprika,Right
2,1.6,12.55,56.7,Pineapple,Left
3,-7,9.6,58,HandDrill,Left
4,-2.25,9.6,53,HTCViveController,Left
5,-7,11.02,49.5,MechanicalGloves,Right
6,2,9.6,43,Teacup,Right

