Room,OutsideDuration,InsideDuration
Gym,29.24572,12.39909
Museum,30.41976,28.48092
LivingRoom,24.7834,56.41335
StorageRoom,26.65734,8.133147
ArtStudio,24.42397,45.42729
Office,27.67888,46.04895
Library,25.09701,28.09737
Kindergarten,24.9015,15.33578
Classroom,23.4639,12.56505
Bedroom,24.72821,29.53308
SPA,24.04809,16.05065
Lounge,25.78707,5.54992
MeetingRoom,24.72208,17.50352
Cafe,25.61019,7.720195
Kitchen,26.45584,16.10984
KTV,26.37519,9.387462

