BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-6,9.6,44,CoffeeMachine,Left
2,-0.5,9.6,58,DeskLight,Right
3,7.5,11.02,58,Jug,Right
4,-1,12.5,57,CinRoll,Right
5,-2.95,9.6,53,Canister,Right
6,5.5,9.6,50.25,MobilePhone,Left

