BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2.2,9.6,49,FireExtinguisher,Left
2,-5.25,9.6,43.75,BallonDog,Right
3,-3.66,9.6,57.675,Matrioshka,Right
4,-3.4,9.6,52.25,PaperCoffeeCup,Right
5,7.5,9.6,58,ShowerHead,Left
6,7,9.6,52,Basket,Right

