BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,WineBottle,Right
2,7,9.6,58,HTCVive,Left
3,-3,9.6,55,StrawberryDonut,Right
4,-7.25,9.6,49.5,Pumpkin,Left
5,-4,9.6,43,MobilePhone,Right
6,4.7,11.871,51,Chaynik,Left

