BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7,11.02,49.5,Microphone,Right
2,-2.25,9.6,53,Pinza,Right
3,-7,9.6,58,HTCVive,Right
4,6,9.6,51.8,PaperCoffeeCup,Right
5,1.6,12.55,56.7,Hammer,Right
6,2,9.6,43,RockingHorse,Right

