"Item" "Order" "SubjectNo" "Room"
"EggBeater" 1 "P49" "Bedroom"
"PencilSharpener" 2 "P49" "Bedroom"
"NikonCamera" 3 "P49" "Bedroom"
"RugbyBall" 4 "P49" "Bedroom"
"MechanicalGloves" 5 "P49" "Bedroom"
"Calculator" 6 "P49" "Bedroom"
"JBLSpeaker" 1 "P49" "Classroom"
"Openner" 2 "P49" "Classroom"
"Padella" 3 "P49" "Classroom"
"Cabbaage" 4 "P49" "Classroom"
"PiggyBank" 5 "P49" "Classroom"
"Toaster" 6 "P49" "Classroom"
"Typewriter" 1 "P49" "Gym"
"Avocado" 2 "P49" "Gym"
"HandDrill" 3 "P49" "Gym"
"Grape" 4 "P49" "Gym"
"Apple" 5 "P49" "Gym"
"SaltSub" 6 "P49" "Gym"
"Muffin" 1 "P49" "Library"
"Headphones" 2 "P49" "Library"
"Pineapple" 3 "P49" "Library"
"Controller" 4 "P49" "Library"
"OfficeBin" 5 "P49" "Library"
"MilkCarton" 6 "P49" "Library"
"Paprika" 1 "P49" "LivingRoom"
"Mouse" 2 "P49" "LivingRoom"
"Spoons" 3 "P49" "LivingRoom"
"Teacup" 4 "P49" "LivingRoom"
"BaseballBat" 5 "P49" "LivingRoom"
"Squeezer" 6 "P49" "LivingRoom"
"MokeExpress" 1 "P49" "StorageRoom"
"Stapler" 2 "P49" "StorageRoom"
"Kettle" 3 "P49" "StorageRoom"
"CleaningBucket" 4 "P49" "StorageRoom"
"HTCViveController" 5 "P49" "StorageRoom"
"Mushroom" 6 "P49" "StorageRoom"
