BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,5,9.6,55,CoffeeMachine,Left
2,7.25,9.6,50,CokeCan,Left
3,0.8,9.6,44.2,Pumpkin,Left
4,-7.5,9.6,44,Basket,Left
5,-7,9.6,56,NailScissors,Right
6,-1,9.6,57,Glasses,Right

