BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-6,9.6,44,WineBottle,Left
2,-1,12.5,57,CokeCan,Left
3,7.5,11.02,58,FirstAidKit,Right
4,-2.95,9.6,53,Official hat,Left
5,5.5,9.6,50.25,TennisBall,Left
6,-0.5,9.6,58,CoffeeMachine,Right

