"Item" "Order" "SubjectNo" "Room"
"Controller" 1 "P69" "Bedroom"
"Openner" 2 "P69" "Bedroom"
"Paprika" 3 "P69" "Bedroom"
"Mouse" 4 "P69" "Bedroom"
"Kettle" 5 "P69" "Bedroom"
"Grape" 6 "P69" "Bedroom"
"PiggyBank" 1 "P69" "Classroom"
"PencilSharpener" 2 "P69" "Classroom"
"Calculator" 3 "P69" "Classroom"
"NikonCamera" 4 "P69" "Classroom"
"MilkCarton" 5 "P69" "Classroom"
"Pineapple" 6 "P69" "Classroom"
"Spoons" 1 "P69" "Gym"
"Mushroom" 2 "P69" "Gym"
"OfficeBin" 3 "P69" "Gym"
"HTCViveController" 4 "P69" "Gym"
"CleaningBucket" 5 "P69" "Gym"
"Cabbaage" 6 "P69" "Gym"
"Squeezer" 1 "P69" "Library"
"Headphones" 2 "P69" "Library"
"BaseballBat" 3 "P69" "Library"
"SaltSub" 4 "P69" "Library"
"RugbyBall" 5 "P69" "Library"
"Avocado" 6 "P69" "Library"
"MechanicalGloves" 1 "P69" "LivingRoom"
"Stapler" 2 "P69" "LivingRoom"
"Toaster" 3 "P69" "LivingRoom"
"Apple" 4 "P69" "LivingRoom"
"EggBeater" 5 "P69" "LivingRoom"
"JBLSpeaker" 6 "P69" "LivingRoom"
"Teacup" 1 "P69" "StorageRoom"
"Muffin" 2 "P69" "StorageRoom"
"MokeExpress" 3 "P69" "StorageRoom"
"HandDrill" 4 "P69" "StorageRoom"
"Typewriter" 5 "P69" "StorageRoom"
"Padella" 6 "P69" "StorageRoom"
