BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,DeskLight,Right
2,-4,9.6,43,UGGboot,Left
3,-7.25,9.6,49.5,Glasses,Right
4,7,9.6,58,TennisBall,Left
5,4.7,11.871,51,MosquitoRacket,Right
6,-3,9.6,55,StrawberryDonut,Left

