Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Classroom,-2.970825,0.3016981,12.72009
Classroom,6.246449,0.3015999,7.21896
Classroom,5.23207,0.3016002,10.13693
Classroom,-6.652425,0.3015997,5.789779
Classroom,-3.632049,0.3015992,1.842571
Classroom,-1.113448,0.3015998,6.83041

