BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.5,11.02,58,MobilePhone,Right
2,-1,12.5,57,Clamps,Left
3,-0.5,9.6,58,CinRoll,Right
4,-2.95,9.6,53,Laptop,Right
5,-6,9.6,44,ShowerHead,Left
6,5.5,9.6,50.25,Hammer,Left

